name,score1,score2,moves1,moves2,time1,time2
Max - Avg | VERTICAL - HORIZONTAL,1012,1017,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1037,1007,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,1027,1006,197,196,0,1
Gain - Max | HORIZONTAL - VERTICAL,970,963,179,178,2,0
Gain - Max | VERTICAL - HORIZONTAL,1000,1026,195,194,0,2
Avg - Gain | HORIZONTAL - VERTICAL,973,937,182,181,1,0
Avg - Gain | VERTICAL - HORIZONTAL,962,931,181,180,0,2
Gain - Avg | HORIZONTAL - VERTICAL,938,970,183,182,0,0
Gain - Avg | VERTICAL - HORIZONTAL,937,947,178,177,1,0
Avg - Max | HORIZONTAL - VERTICAL,917,911,152,151,1,0
Avg - Max | VERTICAL - HORIZONTAL,1028,1006,197,196,0,2
Max - Avg | HORIZONTAL - VERTICAL,1009,1001,191,190,0,2
Max - Avg | VERTICAL - HORIZONTAL,1004,1011,191,190,0,0
Max - Gain | HORIZONTAL - VERTICAL,983,963,196,195,0,1
Max - Gain | VERTICAL - HORIZONTAL,981,968,196,195,0,2
Gain - Max | HORIZONTAL - VERTICAL,643,623,105,104,0,0
Gain - Max | VERTICAL - HORIZONTAL,972,995,200,199,1,1
Avg - Gain | HORIZONTAL - VERTICAL,988,934,193,192,1,1
Avg - Gain | VERTICAL - HORIZONTAL,943,913,183,182,0,1
Gain - Avg | HORIZONTAL - VERTICAL,975,992,200,199,1,0
Gain - Avg | VERTICAL - HORIZONTAL,816,821,147,146,1,1
Avg - Max | HORIZONTAL - VERTICAL,960,943,179,178,1,0
Avg - Max | VERTICAL - HORIZONTAL,970,955,187,186,1,0
Max - Avg | HORIZONTAL - VERTICAL,960,966,187,186,0,1
Max - Avg | VERTICAL - HORIZONTAL,964,978,192,191,0,0
Max - Gain | HORIZONTAL - VERTICAL,997,984,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,993,977,197,196,0,2
Gain - Max | HORIZONTAL - VERTICAL,990,991,200,199,2,0
Gain - Max | VERTICAL - HORIZONTAL,807,806,143,142,1,1
Avg - Gain | HORIZONTAL - VERTICAL,940,907,181,180,1,1
Avg - Gain | VERTICAL - HORIZONTAL,947,913,181,180,0,1
Gain - Avg | HORIZONTAL - VERTICAL,959,973,190,189,2,0
Gain - Avg | VERTICAL - HORIZONTAL,696,692,113,112,1,0
Avg - Max | HORIZONTAL - VERTICAL,999,982,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,906,905,157,156,0,1
Max - Avg | HORIZONTAL - VERTICAL,990,991,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,953,956,179,178,0,2
Max - Gain | HORIZONTAL - VERTICAL,960,944,178,177,1,0
Max - Gain | VERTICAL - HORIZONTAL,1036,996,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,829,816,144,143,2,0
Gain - Max | VERTICAL - HORIZONTAL,829,803,141,140,0,1
Avg - Gain | HORIZONTAL - VERTICAL,1052,980,200,199,0,3
Avg - Gain | VERTICAL - HORIZONTAL,986,954,188,187,1,2
Gain - Avg | HORIZONTAL - VERTICAL,1007,1025,200,199,2,0
Gain - Avg | VERTICAL - HORIZONTAL,681,691,117,116,2,0
Avg - Max | HORIZONTAL - VERTICAL,970,962,173,172,0,0
Avg - Max | VERTICAL - HORIZONTAL,1026,1006,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,1011,1014,198,197,0,0
Max - Avg | VERTICAL - HORIZONTAL,1018,1014,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,1020,1001,198,197,1,1
Max - Gain | VERTICAL - HORIZONTAL,1015,992,195,194,0,3
Gain - Max | HORIZONTAL - VERTICAL,1003,1014,197,196,0,0
Gain - Max | VERTICAL - HORIZONTAL,941,942,177,176,1,1
Avg - Gain | HORIZONTAL - VERTICAL,970,921,178,177,2,1
Avg - Gain | VERTICAL - HORIZONTAL,1040,975,198,197,0,4
Gain - Avg | HORIZONTAL - VERTICAL,854,865,156,155,2,0
Gain - Avg | VERTICAL - HORIZONTAL,717,721,120,119,1,1
Avg - Max | HORIZONTAL - VERTICAL,996,987,188,187,1,0
Avg - Max | VERTICAL - HORIZONTAL,947,928,163,162,0,0
Max - Avg | HORIZONTAL - VERTICAL,1000,1000,192,191,2,0
Max - Avg | VERTICAL - HORIZONTAL,1012,1016,200,199,1,1
Max - Gain | HORIZONTAL - VERTICAL,1025,1003,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,1007,997,193,192,0,2
Gain - Max | HORIZONTAL - VERTICAL,1005,1023,200,199,3,0
Gain - Max | VERTICAL - HORIZONTAL,683,686,116,115,0,0
Avg - Gain | HORIZONTAL - VERTICAL,1014,979,195,194,0,0
Avg - Gain | VERTICAL - HORIZONTAL,1004,959,192,191,1,0
Gain - Avg | HORIZONTAL - VERTICAL,783,787,138,137,2,0
Gain - Avg | VERTICAL - HORIZONTAL,613,623,98,97,0,0
Avg - Max | HORIZONTAL - VERTICAL,915,896,151,150,1,0
Avg - Max | VERTICAL - HORIZONTAL,992,978,181,180,0,0
Max - Avg | HORIZONTAL - VERTICAL,1007,1021,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,995,996,190,189,0,0
Max - Gain | HORIZONTAL - VERTICAL,988,975,200,199,1,0
Max - Gain | VERTICAL - HORIZONTAL,967,957,191,190,0,0
Gain - Max | HORIZONTAL - VERTICAL,973,984,198,197,1,1
Gain - Max | VERTICAL - HORIZONTAL,749,739,129,128,0,1
Avg - Gain | HORIZONTAL - VERTICAL,983,929,190,189,0,0
Avg - Gain | VERTICAL - HORIZONTAL,996,960,198,197,1,1
Gain - Avg | HORIZONTAL - VERTICAL,879,914,176,175,2,0
Gain - Avg | VERTICAL - HORIZONTAL,822,829,155,154,0,2
Avg - Max | HORIZONTAL - VERTICAL,975,966,192,191,0,0
Avg - Max | VERTICAL - HORIZONTAL,989,974,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,969,984,197,196,0,0
Max - Avg | VERTICAL - HORIZONTAL,968,971,190,189,0,0
Max - Gain | HORIZONTAL - VERTICAL,1007,995,193,192,0,3
Max - Gain | VERTICAL - HORIZONTAL,1019,1010,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,978,996,190,189,1,0
Gain - Max | VERTICAL - HORIZONTAL,1005,1024,200,199,0,1
Avg - Gain | HORIZONTAL - VERTICAL,1027,983,196,195,1,1
Avg - Gain | VERTICAL - HORIZONTAL,961,951,183,182,0,2
Gain - Avg | HORIZONTAL - VERTICAL,1008,1021,200,199,2,0
Gain - Avg | VERTICAL - HORIZONTAL,891,905,168,167,1,2
Avg - Max | HORIZONTAL - VERTICAL,1011,1001,195,194,0,0
Avg - Max | VERTICAL - HORIZONTAL,976,972,182,181,0,1
Max - Avg | HORIZONTAL - VERTICAL,994,1011,193,192,0,1
Max - Avg | VERTICAL - HORIZONTAL,1010,1019,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1032,1023,198,197,0,2
Max - Gain | VERTICAL - HORIZONTAL,1047,1015,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,884,871,155,154,1,0
Gain - Max | VERTICAL - HORIZONTAL,956,945,172,171,1,0
Avg - Gain | HORIZONTAL - VERTICAL,964,942,181,180,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1032,990,195,194,0,2
Gain - Avg | HORIZONTAL - VERTICAL,855,875,155,154,2,0
Gain - Avg | VERTICAL - HORIZONTAL,1012,1034,198,197,1,1
Avg - Max | HORIZONTAL - VERTICAL,1033,1014,196,195,0,0
Avg - Max | VERTICAL - HORIZONTAL,1042,1020,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,1020,1031,196,195,2,0
Max - Avg | VERTICAL - HORIZONTAL,1024,1030,198,197,0,0
Max - Gain | HORIZONTAL - VERTICAL,993,999,196,195,1,1
Max - Gain | VERTICAL - HORIZONTAL,1006,994,198,197,0,2
Gain - Max | HORIZONTAL - VERTICAL,768,753,126,125,1,0
Gain - Max | VERTICAL - HORIZONTAL,933,939,175,174,0,1
Avg - Gain | HORIZONTAL - VERTICAL,903,868,164,163,0,1
Avg - Gain | VERTICAL - HORIZONTAL,960,935,182,181,0,2
Gain - Avg | HORIZONTAL - VERTICAL,921,952,183,182,3,0
Gain - Avg | VERTICAL - HORIZONTAL,856,888,162,161,0,1
Avg - Max | HORIZONTAL - VERTICAL,983,975,185,184,0,1
Avg - Max | VERTICAL - HORIZONTAL,1005,1002,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,940,943,169,168,0,0
Max - Avg | VERTICAL - HORIZONTAL,1004,1003,200,199,1,0
Max - Gain | HORIZONTAL - VERTICAL,988,971,198,197,0,1
Max - Gain | VERTICAL - HORIZONTAL,974,962,193,192,0,2
Gain - Max | HORIZONTAL - VERTICAL,693,684,115,114,1,0
Gain - Max | VERTICAL - HORIZONTAL,930,937,180,179,3,0
Avg - Gain | HORIZONTAL - VERTICAL,966,939,190,189,0,1
Avg - Gain | VERTICAL - HORIZONTAL,907,898,172,171,0,0
Gain - Avg | HORIZONTAL - VERTICAL,808,810,147,146,1,0
Gain - Avg | VERTICAL - HORIZONTAL,661,675,115,114,1,0
Avg - Max | HORIZONTAL - VERTICAL,976,964,192,191,0,0
Avg - Max | VERTICAL - HORIZONTAL,990,977,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,960,975,190,189,0,0
Max - Avg | VERTICAL - HORIZONTAL,979,988,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,921,926,200,199,2,0
Max - Gain | VERTICAL - HORIZONTAL,927,899,195,194,0,1
Gain - Max | HORIZONTAL - VERTICAL,907,922,195,194,1,0
Gain - Max | VERTICAL - HORIZONTAL,871,850,169,168,1,1
Avg - Gain | HORIZONTAL - VERTICAL,904,859,188,187,1,1
Avg - Gain | VERTICAL - HORIZONTAL,943,880,196,195,0,3
Gain - Avg | HORIZONTAL - VERTICAL,850,856,178,177,0,0
Gain - Avg | VERTICAL - HORIZONTAL,771,780,155,154,0,1
Avg - Max | HORIZONTAL - VERTICAL,925,922,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,909,905,189,188,0,1
Max - Avg | HORIZONTAL - VERTICAL,917,918,196,195,0,1
Max - Avg | VERTICAL - HORIZONTAL,911,907,190,189,0,1
Max - Gain | HORIZONTAL - VERTICAL,981,962,192,191,1,0
Max - Gain | VERTICAL - HORIZONTAL,990,968,191,190,0,1
Gain - Max | HORIZONTAL - VERTICAL,979,985,194,193,1,1
Gain - Max | VERTICAL - HORIZONTAL,582,572,90,89,1,0
Avg - Gain | HORIZONTAL - VERTICAL,989,942,191,190,1,0
Avg - Gain | VERTICAL - HORIZONTAL,912,888,172,171,1,1
Gain - Avg | HORIZONTAL - VERTICAL,980,1005,200,199,3,0
Gain - Avg | VERTICAL - HORIZONTAL,540,542,80,79,0,1
Avg - Max | HORIZONTAL - VERTICAL,997,988,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,984,965,188,187,1,0
Max - Avg | HORIZONTAL - VERTICAL,992,993,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,970,978,188,187,0,0
Max - Gain | HORIZONTAL - VERTICAL,1046,1005,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,1014,984,189,188,0,1
Gain - Max | HORIZONTAL - VERTICAL,1018,1025,198,197,2,0
Gain - Max | VERTICAL - HORIZONTAL,688,686,113,112,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1037,993,198,197,3,0
Avg - Gain | VERTICAL - HORIZONTAL,924,911,171,170,0,2
Gain - Avg | HORIZONTAL - VERTICAL,985,994,189,188,1,0
Gain - Avg | VERTICAL - HORIZONTAL,699,702,114,113,0,0
Avg - Max | HORIZONTAL - VERTICAL,1039,1012,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,998,983,180,179,0,1
Max - Avg | HORIZONTAL - VERTICAL,1025,1026,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,978,989,178,177,0,1
Max - Gain | HORIZONTAL - VERTICAL,1024,991,196,195,0,2
Max - Gain | VERTICAL - HORIZONTAL,1022,1010,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,888,874,154,153,2,0
Gain - Max | VERTICAL - HORIZONTAL,1014,1018,200,199,0,0
Avg - Gain | HORIZONTAL - VERTICAL,1036,959,196,195,0,3
Avg - Gain | VERTICAL - HORIZONTAL,1042,990,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,969,994,190,189,2,0
Gain - Avg | VERTICAL - HORIZONTAL,794,801,136,135,1,1
Avg - Max | HORIZONTAL - VERTICAL,1013,992,190,189,1,0
Avg - Max | VERTICAL - HORIZONTAL,947,930,162,161,0,0
Max - Avg | HORIZONTAL - VERTICAL,1009,1018,198,197,0,0
Max - Avg | VERTICAL - HORIZONTAL,999,1006,192,191,0,1
Max - Gain | HORIZONTAL - VERTICAL,1024,1002,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,1013,986,194,193,0,2
Gain - Max | HORIZONTAL - VERTICAL,853,838,149,148,2,0
Gain - Max | VERTICAL - HORIZONTAL,464,456,66,65,0,0
Avg - Gain | HORIZONTAL - VERTICAL,998,967,192,191,0,2
Avg - Gain | VERTICAL - HORIZONTAL,944,906,174,173,0,0
Gain - Avg | HORIZONTAL - VERTICAL,649,648,101,100,0,1
Gain - Avg | VERTICAL - HORIZONTAL,768,771,136,135,0,2
Avg - Max | HORIZONTAL - VERTICAL,1016,1002,198,197,0,0
Avg - Max | VERTICAL - HORIZONTAL,1021,1005,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,991,1007,191,190,1,0
Max - Avg | VERTICAL - HORIZONTAL,1017,1009,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,979,960,200,199,1,0
Max - Gain | VERTICAL - HORIZONTAL,974,957,198,197,0,2
Gain - Max | HORIZONTAL - VERTICAL,880,865,171,170,0,1
Gain - Max | VERTICAL - HORIZONTAL,674,659,117,116,1,0
Avg - Gain | HORIZONTAL - VERTICAL,951,908,187,186,0,1
Avg - Gain | VERTICAL - HORIZONTAL,931,891,186,185,0,1
Gain - Avg | HORIZONTAL - VERTICAL,857,892,173,172,2,0
Gain - Avg | VERTICAL - HORIZONTAL,714,718,130,129,0,1
Avg - Max | HORIZONTAL - VERTICAL,965,944,191,190,0,0
Avg - Max | VERTICAL - HORIZONTAL,933,915,175,174,0,1
Max - Avg | HORIZONTAL - VERTICAL,959,970,197,196,1,1
Max - Avg | VERTICAL - HORIZONTAL,957,967,196,195,0,0
Max - Gain | HORIZONTAL - VERTICAL,1000,981,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,981,958,191,190,0,2
Gain - Max | HORIZONTAL - VERTICAL,718,703,123,122,1,0
Gain - Max | VERTICAL - HORIZONTAL,981,987,198,197,0,1
Avg - Gain | HORIZONTAL - VERTICAL,993,954,194,193,0,2
Avg - Gain | VERTICAL - HORIZONTAL,1017,964,200,199,1,0
Gain - Avg | HORIZONTAL - VERTICAL,513,516,84,83,1,0
Gain - Avg | VERTICAL - HORIZONTAL,918,939,183,182,0,1
Avg - Max | HORIZONTAL - VERTICAL,945,938,173,172,1,0
Avg - Max | VERTICAL - HORIZONTAL,997,978,198,197,0,1
Max - Avg | HORIZONTAL - VERTICAL,975,996,196,195,1,1
Max - Avg | VERTICAL - HORIZONTAL,961,956,181,180,0,2
Max - Gain | HORIZONTAL - VERTICAL,1041,1046,200,199,1,0
Max - Gain | VERTICAL - HORIZONTAL,958,965,172,171,0,2
Gain - Max | HORIZONTAL - VERTICAL,1021,1032,194,193,2,0
Gain - Max | VERTICAL - HORIZONTAL,1003,1005,185,184,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1058,1029,200,199,2,0
Avg - Gain | VERTICAL - HORIZONTAL,1066,1021,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,961,996,186,185,1,1
Gain - Avg | VERTICAL - HORIZONTAL,1034,1053,200,199,1,0
Avg - Max | HORIZONTAL - VERTICAL,1039,1030,196,195,1,0
Avg - Max | VERTICAL - HORIZONTAL,1040,1023,193,192,0,1
Max - Avg | HORIZONTAL - VERTICAL,1036,1051,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,986,999,175,174,0,1
Max - Gain | HORIZONTAL - VERTICAL,1024,1007,197,196,0,1
Max - Gain | VERTICAL - HORIZONTAL,1026,999,197,196,0,1
Gain - Max | HORIZONTAL - VERTICAL,1009,1031,200,199,1,0
Gain - Max | VERTICAL - HORIZONTAL,986,1002,189,188,2,0
Avg - Gain | HORIZONTAL - VERTICAL,1034,998,198,197,0,0
Avg - Gain | VERTICAL - HORIZONTAL,973,951,182,181,0,1
Gain - Avg | HORIZONTAL - VERTICAL,945,974,182,181,1,0
Gain - Avg | VERTICAL - HORIZONTAL,982,1025,195,194,1,2
Avg - Max | HORIZONTAL - VERTICAL,985,967,176,175,0,0
Avg - Max | VERTICAL - HORIZONTAL,1019,1021,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,1016,1024,200,199,2,0
Max - Avg | VERTICAL - HORIZONTAL,1020,1020,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,986,961,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,929,921,183,182,0,0
Gain - Max | HORIZONTAL - VERTICAL,969,978,200,199,2,0
Gain - Max | VERTICAL - HORIZONTAL,813,799,143,142,1,1
Avg - Gain | HORIZONTAL - VERTICAL,971,922,194,193,1,0
Avg - Gain | VERTICAL - HORIZONTAL,948,894,182,181,1,1
Gain - Avg | HORIZONTAL - VERTICAL,828,829,153,152,2,0
Gain - Avg | VERTICAL - HORIZONTAL,656,662,116,115,0,1
Avg - Max | HORIZONTAL - VERTICAL,976,962,197,196,1,0
Avg - Max | VERTICAL - HORIZONTAL,952,944,185,184,0,0
Max - Avg | HORIZONTAL - VERTICAL,969,969,197,196,0,0
Max - Avg | VERTICAL - HORIZONTAL,962,970,195,194,0,2
Max - Gain | HORIZONTAL - VERTICAL,1039,1018,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,1021,1007,193,192,0,2
Gain - Max | HORIZONTAL - VERTICAL,914,916,166,165,1,0
Gain - Max | VERTICAL - HORIZONTAL,1025,1032,200,199,2,1
Avg - Gain | HORIZONTAL - VERTICAL,1044,981,195,194,1,0
Avg - Gain | VERTICAL - HORIZONTAL,988,947,182,181,0,1
Gain - Avg | HORIZONTAL - VERTICAL,825,821,141,140,1,0
Gain - Avg | VERTICAL - HORIZONTAL,744,743,122,121,2,0
Avg - Max | HORIZONTAL - VERTICAL,1027,1016,196,195,0,0
Avg - Max | VERTICAL - HORIZONTAL,1038,1019,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,1022,1025,196,195,0,1
Max - Avg | VERTICAL - HORIZONTAL,1028,1029,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,968,971,188,187,1,1
Max - Gain | VERTICAL - HORIZONTAL,993,997,200,199,0,3
Gain - Max | HORIZONTAL - VERTICAL,928,914,171,170,2,0
Gain - Max | VERTICAL - HORIZONTAL,691,678,113,112,0,0
Avg - Gain | HORIZONTAL - VERTICAL,966,927,185,184,0,0
Avg - Gain | VERTICAL - HORIZONTAL,1000,964,195,194,0,2
Gain - Avg | HORIZONTAL - VERTICAL,885,887,168,167,2,0
Gain - Avg | VERTICAL - HORIZONTAL,725,732,124,123,0,1
Avg - Max | HORIZONTAL - VERTICAL,967,947,179,178,1,0
Avg - Max | VERTICAL - HORIZONTAL,903,881,155,154,0,0
Max - Avg | HORIZONTAL - VERTICAL,995,995,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,968,972,186,185,0,0
Max - Gain | HORIZONTAL - VERTICAL,993,971,200,199,1,0
Max - Gain | VERTICAL - HORIZONTAL,986,978,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,598,585,97,96,1,0
Gain - Max | VERTICAL - HORIZONTAL,974,982,198,197,0,1
Avg - Gain | HORIZONTAL - VERTICAL,895,868,169,168,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1009,955,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,543,554,85,84,1,0
Gain - Avg | VERTICAL - HORIZONTAL,794,782,145,144,1,1
Avg - Max | HORIZONTAL - VERTICAL,859,851,150,149,0,0
Avg - Max | VERTICAL - HORIZONTAL,937,925,175,174,1,0
Max - Avg | HORIZONTAL - VERTICAL,976,967,193,192,1,0
Max - Avg | VERTICAL - HORIZONTAL,984,980,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1013,1000,190,189,0,0
Max - Gain | VERTICAL - HORIZONTAL,1036,1005,194,193,0,2
Gain - Max | HORIZONTAL - VERTICAL,1028,1036,198,197,2,0
Gain - Max | VERTICAL - HORIZONTAL,525,507,79,78,0,1
Avg - Gain | HORIZONTAL - VERTICAL,1027,975,190,189,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1011,955,184,183,0,0
Gain - Avg | HORIZONTAL - VERTICAL,898,912,163,162,2,0
Gain - Avg | VERTICAL - HORIZONTAL,677,674,106,105,2,0
Avg - Max | HORIZONTAL - VERTICAL,1022,1009,189,188,1,0
Avg - Max | VERTICAL - HORIZONTAL,987,968,173,172,0,0
Max - Avg | HORIZONTAL - VERTICAL,1029,1033,196,195,0,0
Max - Avg | VERTICAL - HORIZONTAL,1004,1001,182,181,0,1
Max - Gain | HORIZONTAL - VERTICAL,1003,1001,195,194,0,0
Max - Gain | VERTICAL - HORIZONTAL,1022,998,197,196,0,2
Gain - Max | HORIZONTAL - VERTICAL,1009,1014,198,197,2,0
Gain - Max | VERTICAL - HORIZONTAL,584,577,84,83,0,0
Avg - Gain | HORIZONTAL - VERTICAL,1001,994,193,192,0,2
Avg - Gain | VERTICAL - HORIZONTAL,979,936,183,182,0,1
Gain - Avg | HORIZONTAL - VERTICAL,851,849,150,149,2,0
Gain - Avg | VERTICAL - HORIZONTAL,783,787,135,134,0,0
Avg - Max | HORIZONTAL - VERTICAL,1019,1010,200,199,2,0
Avg - Max | VERTICAL - HORIZONTAL,1020,1009,200,199,2,0
Max - Avg | HORIZONTAL - VERTICAL,1008,1021,200,199,2,0
Max - Avg | VERTICAL - HORIZONTAL,987,985,183,182,0,1
Max - Gain | HORIZONTAL - VERTICAL,1023,1015,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,990,978,186,185,0,0
Gain - Max | HORIZONTAL - VERTICAL,937,923,172,171,1,0
Gain - Max | VERTICAL - HORIZONTAL,669,661,106,105,1,0
Avg - Gain | HORIZONTAL - VERTICAL,998,973,191,190,0,2
Avg - Gain | VERTICAL - HORIZONTAL,1015,981,193,192,0,1
Gain - Avg | HORIZONTAL - VERTICAL,870,880,156,155,1,1
Gain - Avg | VERTICAL - HORIZONTAL,944,958,181,180,0,0
Avg - Max | HORIZONTAL - VERTICAL,1016,997,193,192,0,0
Avg - Max | VERTICAL - HORIZONTAL,1016,1015,197,196,0,0
Max - Avg | HORIZONTAL - VERTICAL,1020,1018,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,852,860,141,140,0,0
Max - Gain | HORIZONTAL - VERTICAL,1045,1033,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,1025,1015,191,190,0,2
Gain - Max | HORIZONTAL - VERTICAL,1039,1039,200,199,1,0
Gain - Max | VERTICAL - HORIZONTAL,927,934,170,169,0,2
Avg - Gain | HORIZONTAL - VERTICAL,1044,1001,196,195,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1033,989,191,190,0,2
Gain - Avg | HORIZONTAL - VERTICAL,850,845,146,145,0,0
Gain - Avg | VERTICAL - HORIZONTAL,1023,1055,200,199,1,0
Avg - Max | HORIZONTAL - VERTICAL,1036,1031,197,196,2,0
Avg - Max | VERTICAL - HORIZONTAL,1047,1031,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,1033,1045,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,1036,1034,198,197,0,2
Max - Gain | HORIZONTAL - VERTICAL,961,958,188,187,0,1
Max - Gain | VERTICAL - HORIZONTAL,993,976,198,197,0,2
Gain - Max | HORIZONTAL - VERTICAL,830,815,147,146,1,0
Gain - Max | VERTICAL - HORIZONTAL,978,979,196,195,0,1
Avg - Gain | HORIZONTAL - VERTICAL,968,931,188,187,0,2
Avg - Gain | VERTICAL - HORIZONTAL,996,956,196,195,1,1
Gain - Avg | HORIZONTAL - VERTICAL,824,841,154,153,0,1
Gain - Avg | VERTICAL - HORIZONTAL,892,921,177,176,0,1
Avg - Max | HORIZONTAL - VERTICAL,985,963,192,191,1,0
Avg - Max | VERTICAL - HORIZONTAL,968,950,186,185,0,1
Max - Avg | HORIZONTAL - VERTICAL,859,859,147,146,0,0
Max - Avg | VERTICAL - HORIZONTAL,987,988,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,1022,998,196,195,0,1
Max - Gain | VERTICAL - HORIZONTAL,1014,1011,198,197,0,2
Gain - Max | HORIZONTAL - VERTICAL,748,735,124,123,1,0
Gain - Max | VERTICAL - HORIZONTAL,795,780,129,128,0,0
Avg - Gain | HORIZONTAL - VERTICAL,971,921,180,179,2,0
Avg - Gain | VERTICAL - HORIZONTAL,1017,978,195,194,0,1
Gain - Avg | HORIZONTAL - VERTICAL,977,1001,190,189,1,0
Gain - Avg | VERTICAL - HORIZONTAL,723,743,120,119,1,0
Avg - Max | HORIZONTAL - VERTICAL,1021,1001,196,195,0,0
Avg - Max | VERTICAL - HORIZONTAL,1015,991,192,191,0,0
Max - Avg | HORIZONTAL - VERTICAL,951,955,166,165,0,0
Max - Avg | VERTICAL - HORIZONTAL,976,969,176,175,0,0
Max - Gain | HORIZONTAL - VERTICAL,1005,982,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,994,982,197,196,0,2
Gain - Max | HORIZONTAL - VERTICAL,920,894,173,172,2,0
Gain - Max | VERTICAL - HORIZONTAL,987,986,196,195,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1014,973,200,199,0,1
Avg - Gain | VERTICAL - HORIZONTAL,953,916,181,180,0,3
Gain - Avg | HORIZONTAL - VERTICAL,975,1012,200,199,1,0
Gain - Avg | VERTICAL - HORIZONTAL,902,948,179,178,2,0
Avg - Max | HORIZONTAL - VERTICAL,1000,981,198,197,0,0
Avg - Max | VERTICAL - HORIZONTAL,904,889,153,152,0,0
Max - Avg | HORIZONTAL - VERTICAL,994,993,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,986,992,197,196,0,0
Max - Gain | HORIZONTAL - VERTICAL,978,958,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,935,937,182,181,0,0
Gain - Max | HORIZONTAL - VERTICAL,709,704,117,116,2,0
Gain - Max | VERTICAL - HORIZONTAL,854,847,155,154,0,1
Avg - Gain | HORIZONTAL - VERTICAL,955,914,187,186,1,1
Avg - Gain | VERTICAL - HORIZONTAL,978,937,196,195,0,2
Gain - Avg | HORIZONTAL - VERTICAL,778,804,148,147,3,0
Gain - Avg | VERTICAL - HORIZONTAL,749,757,140,139,0,1
Avg - Max | HORIZONTAL - VERTICAL,976,960,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,963,955,193,192,0,0
Max - Avg | HORIZONTAL - VERTICAL,965,961,198,197,0,1
Max - Avg | VERTICAL - HORIZONTAL,927,934,176,175,0,0
Max - Gain | HORIZONTAL - VERTICAL,1010,993,193,192,1,0
Max - Gain | VERTICAL - HORIZONTAL,1009,1003,196,195,0,1
Gain - Max | HORIZONTAL - VERTICAL,1010,1016,200,199,2,0
Gain - Max | VERTICAL - HORIZONTAL,935,933,169,168,1,1
